RecordID,Revenue,Net_Income,Total_Assets,Total_Liabilities,Equity,Industry_Sector,Country,Is_Fraud
438,18.82,-59.44,83.1,99.62,-80.8,Manufacturing,US,1
439,157.59,40.43,424.35,279.77,144.58,Tech,Germany,0
440,96.81,33.54,766.19,651.43,114.77,Retail,US,0
441,151.83,27.23,401.21,283.96,117.25,Manufacturing,US,0
442,211.32,31.23,820.54,513.69,306.85,Tech,US,0
443,229.61,21.32,551.44,494.34,57.1,Finance,US,0
444,289.38,10.59,650.33,349.77,300.56,Tech,Germany,0
445,103.02,4.22,233.25,190.14,43.12,Manufacturing,India,0
446,255.87,18.43,424.19,316.54,107.65,Tech,US,0
447,4.4,-28.57,59.83,73.51,-69.11,Finance,UK,1
448,261.96,14.5,521.79,442.15,79.64,Retail,US,0
449,160.44,42.3,351.32,244.21,107.12,Manufacturing,US,0
450,102.1,22.76,233.8,191.32,42.48,Finance,UK,0
451,277.49,13.09,249.5,183.16,66.34,Retail,Germany,0
452,121.2,10.15,528.46,338.52,189.94,Manufacturing,India,0
453,194.1,30.48,595.8,504.69,91.11,Retail,UK,0
454,98.95,38.48,964.18,787.29,176.89,Manufacturing,UK,0
455,11.35,-1.8,29.31,73.08,-61.73,Tech,India,1
456,238.61,6.12,970.47,521.87,448.6,Finance,UK,0
457,88.24,20.85,571.49,289.44,282.06,Finance,UK,0
458,53.56,46.76,781.56,469.77,311.79,Tech,US,0
459,257.94,17.16,473.29,339.71,133.58,Retail,UK,0
460,217.75,49.98,346.91,228.95,117.96,Manufacturing,UK,0
461,7.15,-0.06,64.91,111.74,-104.59,Tech,US,1
462,76.54,29.75,254.14,163.37,90.77,Tech,Germany,0
463,263.56,11.5,245.23,168.68,76.55,Finance,India,0
464,71.21,18.78,261.36,213.65,47.71,Manufacturing,UK,0
465,74.15,13.88,509.82,286.48,223.33,Manufacturing,UK,0
466,12.6,-86.45,56.78,105.79,-93.18,Manufacturing,Germany,1
467,171.35,9.8,795.7,550.3,245.4,Retail,UK,0
468,205.74,14.79,874.41,605.58,268.83,Manufacturing,UK,0
469,255.65,36.08,876.28,751.23,125.06,Tech,UK,0
470,94.28,40.45,796.7,412.71,383.99,Manufacturing,US,0
471,85.65,30.04,786.24,428.43,357.81,Finance,Germany,0
472,263.61,28.66,538.52,385.83,152.69,Tech,UK,0
473,262.16,6.15,829.74,445.49,384.25,Retail,India,0
474,242.17,5.55,913.5,576.26,337.24,Finance,Germany,0
475,288.34,27.97,707.51,486.79,220.72,Tech,UK,0
476,120.49,13.57,984.76,637.53,347.23,Manufacturing,UK,0
477,289.34,37.27,901.07,787.82,113.25,Manufacturing,Germany,0
478,4.13,-38.29,33.12,44.99,-40.85,Finance,Germany,1
479,247.96,12.46,382.55,295.4,87.15,Retail,US,0
480,284.27,28.97,440.74,228.73,212.01,Manufacturing,UK,0
481,133.55,31.94,852.41,538.3,314.11,Tech,US,0
482,146.13,4.67,498.08,372.93,125.15,Manufacturing,UK,0
483,132.5,26.34,982.18,579.75,402.43,Finance,India,0
484,11.61,-53.71,30.84,41.92,-30.31,Finance,UK,1
485,266.75,6.57,966.1,740.87,225.23,Tech,US,0
486,87.75,46.54,757.17,605.69,151.48,Manufacturing,UK,0
487,184.28,35.26,220.66,169.19,51.47,Retail,Germany,0
488,291.76,10.47,812.07,715.98,96.09,Tech,UK,0
489,85.99,7.59,669.33,553.3,116.03,Retail,India,0
490,14.04,-59.19,88.14,132.07,-118.03,Finance,India,1
491,107.27,27.69,979.17,493.88,485.29,Retail,US,0
492,224.42,2.25,580.82,408.14,172.68,Finance,UK,0
493,136.22,29.47,660.8,420.65,240.15,Finance,UK,0
494,2.05,-58.81,31.85,55.03,-52.98,Manufacturing,India,1
495,253.98,33.49,639.14,455.95,183.18,Finance,US,0
496,203.24,11.13,308.7,177.65,131.05,Tech,UK,0
497,260.95,20.09,664.97,382.55,282.42,Finance,UK,0
498,206.6,27.97,481.21,404.21,77.0,Finance,US,0
499,263.24,22.06,205.72,119.67,86.05,Finance,US,0
500,19.0,-48.83,93.65,130.52,-111.52,Finance,UK,1
501,142.26,25.6,794.87,466.11,328.76,Retail,India,0
502,76.0,18.82,386.3,207.5,178.79,Retail,UK,0
503,18.18,-2.19,60.02,95.13,-76.94,Manufacturing,UK,1
504,245.74,21.19,976.74,625.06,351.68,Retail,India,0
505,220.08,44.6,457.1,317.44,139.66,Tech,India,0
506,191.39,17.97,314.9,262.45,52.46,Tech,US,0
507,107.24,14.74,711.71,507.12,204.59,Manufacturing,US,0
508,285.95,28.51,749.9,587.54,162.35,Retail,UK,0
509,4.53,-71.91,19.16,29.8,-25.27,Manufacturing,Germany,1
510,5.49,-8.31,95.27,126.45,-120.96,Manufacturing,India,1
511,104.96,2.02,491.78,384.29,107.49,Manufacturing,India,0
512,275.02,9.24,561.28,414.76,146.52,Retail,UK,0
513,289.66,16.08,979.4,679.41,299.98,Tech,India,0
514,241.8,32.54,237.21,174.33,62.88,Manufacturing,Germany,0
515,158.11,45.16,306.69,236.9,69.79,Tech,UK,0
516,149.43,12.72,601.27,409.78,191.48,Tech,India,0
517,214.57,15.15,558.65,456.25,102.41,Finance,US,0
518,55.9,49.73,922.56,646.71,275.86,Manufacturing,UK,0
519,51.37,45.3,381.22,326.41,54.81,Manufacturing,UK,0
520,134.14,32.04,487.93,283.21,204.72,Finance,Germany,0
521,5.22,-88.05,97.68,115.18,-109.96,Finance,UK,1
522,3.9,-66.69,91.8,116.77,-112.87,Tech,US,1
523,195.62,13.75,786.6,434.37,352.23,Retail,UK,0
524,247.37,43.02,718.13,554.66,163.47,Tech,US,0
525,267.88,14.45,307.97,194.09,113.88,Finance,US,0
526,108.84,15.72,742.48,562.43,180.06,Finance,UK,0
527,2.24,-20.86,65.52,78.68,-76.44,Tech,US,1
528,174.74,2.8,437.18,372.18,65.0,Finance,UK,0
529,251.29,6.95,669.73,435.29,234.44,Finance,US,0
530,106.61,8.8,271.59,232.83,38.76,Tech,Germany,0
531,258.85,6.74,776.83,550.31,226.52,Manufacturing,India,0
532,211.32,3.84,625.86,482.09,143.77,Tech,India,0
533,260.85,43.86,501.32,326.1,175.22,Retail,UK,0
534,92.11,4.1,627.07,541.53,85.54,Tech,US,0
535,121.57,26.88,838.37,538.62,299.76,Retail,US,0
536,139.12,26.44,752.93,500.62,252.31,Finance,UK,0
537,158.76,19.43,306.58,208.36,98.22,Manufacturing,US,0
538,184.4,22.75,630.63,468.51,162.12,Finance,UK,0
539,202.71,32.72,545.59,469.7,75.89,Finance,UK,0
540,163.16,19.89,652.58,333.18,319.4,Finance,US,0
541,58.97,39.96,378.61,254.9,123.71,Tech,Germany,0
542,8.07,-53.49,94.34,118.12,-110.05,Manufacturing,Germany,1
543,198.38,38.25,370.89,200.78,170.12,Tech,Germany,0
544,83.16,48.37,655.24,481.92,173.32,Retail,US,0
545,151.03,18.12,653.16,579.15,74.01,Tech,UK,0
546,159.4,21.7,420.52,332.43,88.09,Manufacturing,US,0
547,272.83,29.09,500.4,345.84,154.56,Tech,Germany,0
548,130.71,26.06,478.7,347.77,130.93,Retail,UK,0
549,50.67,4.46,234.17,178.23,55.94,Finance,Germany,0
550,229.48,44.95,953.22,683.32,269.9,Manufacturing,Germany,0
551,86.2,3.8,869.2,710.98,158.22,Finance,India,0
552,177.6,5.67,811.39,553.79,257.6,Finance,US,0
553,130.73,21.42,390.27,239.01,151.26,Manufacturing,India,0
554,194.8,15.94,910.84,731.83,179.01,Tech,UK,0
555,144.83,23.61,758.55,461.94,296.61,Finance,US,0
556,158.39,19.98,461.0,280.56,180.44,Retail,US,0
557,203.1,31.99,874.56,703.31,171.24,Finance,Germany,0
558,267.79,48.34,398.55,282.6,115.95,Retail,India,0
559,259.7,45.92,490.25,279.87,210.39,Finance,UK,0
560,83.81,13.61,741.36,501.28,240.08,Retail,US,0
561,110.6,12.16,468.76,353.48,115.28,Tech,UK,0
562,72.44,38.01,941.37,568.33,373.04,Manufacturing,US,0
563,237.03,20.9,980.62,522.4,458.22,Tech,India,0
564,238.78,18.23,998.73,747.43,251.3,Finance,Germany,0
565,298.31,35.4,451.02,364.92,86.1,Manufacturing,UK,0
566,254.12,20.58,232.71,127.63,105.08,Manufacturing,US,0
567,218.15,13.7,577.22,439.98,137.25,Manufacturing,Germany,0
568,200.34,33.58,787.95,439.13,348.81,Manufacturing,US,0
569,200.59,19.55,372.21,220.83,151.38,Manufacturing,Germany,0
570,141.5,46.46,744.42,640.5,103.92,Finance,Germany,0
571,18.76,-22.3,38.34,67.17,-48.4,Finance,UK,1
572,227.28,7.47,279.21,247.38,31.82,Manufacturing,India,0
573,228.02,28.08,553.4,327.72,225.68,Finance,US,0
574,142.04,34.03,666.18,487.52,178.66,Manufacturing,Germany,0
575,163.75,24.72,796.67,613.44,183.23,Tech,US,0
576,290.85,15.88,329.82,178.77,151.05,Tech,UK,0
577,6.29,-95.59,98.35,129.71,-123.42,Finance,Germany,1
578,137.38,19.64,470.36,422.44,47.93,Finance,Germany,0
579,152.47,39.35,611.87,489.64,122.22,Manufacturing,UK,0
580,13.61,-98.03,25.5,35.62,-22.01,Tech,India,1
581,173.74,11.98,509.6,289.8,219.8,Retail,Germany,0
582,152.36,12.55,879.32,498.46,380.86,Finance,US,0
583,128.58,35.47,764.94,593.81,171.13,Manufacturing,Germany,0
584,122.99,11.88,825.93,637.72,188.21,Finance,Germany,0
585,3.14,-48.93,22.86,34.73,-31.59,Manufacturing,US,1
586,125.71,41.63,225.08,184.21,40.87,Retail,US,0
587,276.67,13.54,511.27,359.77,151.5,Finance,India,0
588,55.33,8.58,636.09,455.35,180.74,Manufacturing,Germany,0
589,208.07,30.47,500.67,434.92,65.75,Finance,US,0
590,292.1,12.3,724.59,406.22,318.37,Retail,UK,0
591,56.8,22.71,230.02,159.98,70.04,Finance,India,0
592,71.54,8.89,917.48,500.31,417.17,Finance,US,0
593,122.45,25.26,770.27,517.57,252.7,Tech,India,0
594,181.43,4.68,608.75,304.59,304.16,Manufacturing,India,0
595,211.01,34.14,705.8,356.07,349.72,Retail,UK,0
596,136.89,43.0,881.17,621.16,260.01,Manufacturing,India,0
597,155.12,30.62,662.56,466.88,195.68,Retail,Germany,0
598,114.72,31.4,779.1,396.18,382.91,Finance,UK,0
599,221.21,16.44,894.26,749.54,144.72,Tech,Germany,0
600,151.1,47.21,706.72,536.3,170.42,Manufacturing,UK,0
601,274.3,32.42,452.73,359.71,93.02,Tech,UK,0
602,79.21,41.61,794.2,579.81,214.38,Tech,US,0
603,134.27,20.69,288.69,154.89,133.8,Finance,UK,0
604,90.04,27.7,602.82,487.39,115.43,Manufacturing,US,0
605,152.67,39.51,258.26,184.0,74.26,Finance,India,0
606,16.96,-63.21,18.62,38.07,-21.11,Manufacturing,UK,1
607,272.21,33.82,814.67,598.85,215.83,Manufacturing,India,0
608,129.01,3.97,219.62,161.77,57.85,Retail,UK,0
609,145.79,23.78,514.11,329.09,185.01,Finance,Germany,0
610,136.41,28.61,752.62,571.41,181.2,Retail,Germany,0
611,198.16,8.59,723.33,475.53,247.8,Finance,India,0
612,57.16,36.81,842.7,582.83,259.87,Retail,Germany,0
613,82.43,32.67,567.73,506.75,60.98,Retail,Germany,0
614,134.93,46.57,789.34,574.52,214.82,Manufacturing,US,0
615,243.46,32.45,803.55,409.34,394.21,Retail,UK,0
616,93.66,37.09,975.02,589.69,385.33,Finance,India,0
617,63.04,4.72,896.44,559.66,336.79,Finance,UK,0
618,279.17,31.63,764.4,582.48,181.91,Manufacturing,Germany,0
619,273.33,9.56,643.92,434.44,209.48,Manufacturing,Germany,0
620,114.54,43.23,265.23,147.78,117.44,Manufacturing,Germany,0
621,76.87,25.95,434.81,341.54,93.27,Retail,Germany,0
622,249.33,49.36,956.42,734.35,222.06,Manufacturing,UK,0
623,242.99,14.29,623.85,328.81,295.04,Tech,US,0
624,3.46,-17.72,59.43,106.6,-103.15,Tech,US,1
625,61.4,30.68,423.71,332.76,90.96,Manufacturing,UK,0
626,188.04,31.54,450.04,247.76,202.28,Tech,India,0
627,270.05,15.26,402.1,357.3,44.8,Retail,Germany,0
628,183.66,13.55,550.51,479.54,70.97,Manufacturing,India,0
629,215.22,45.2,205.18,177.48,27.7,Tech,Germany,0
630,244.86,16.04,893.44,724.47,168.97,Tech,UK,0
631,103.58,13.8,356.74,258.04,98.7,Tech,India,0
632,70.06,15.35,324.47,277.06,47.41,Finance,US,0
633,294.33,3.63,522.29,302.49,219.8,Finance,Germany,0
634,103.8,23.34,518.41,407.47,110.94,Finance,India,0
635,252.06,34.34,958.66,819.26,139.4,Tech,India,0
636,144.09,40.01,370.83,203.98,166.85,Finance,US,0
637,168.58,19.65,903.3,543.02,360.29,Manufacturing,US,0
638,70.35,15.58,350.03,245.57,104.46,Finance,UK,0
639,112.77,15.8,465.02,348.61,116.41,Retail,Germany,0
640,249.43,45.49,758.83,465.94,292.89,Retail,UK,0
641,262.39,23.33,366.43,193.62,172.82,Retail,US,0
642,166.85,41.11,582.84,376.95,205.9,Retail,India,0
643,1.12,-74.58,87.08,136.91,-135.79,Tech,India,1
644,265.73,42.83,996.06,894.43,101.62,Tech,UK,0
645,195.26,8.37,799.31,437.39,361.91,Finance,UK,0
646,1.1,-68.78,83.84,130.09,-128.99,Retail,India,1
647,82.59,15.2,976.77,815.08,161.69,Manufacturing,Germany,0
648,106.39,29.49,737.86,640.71,97.15,Manufacturing,India,0
649,65.25,8.9,662.9,558.36,104.54,Finance,US,0
650,203.09,9.2,277.0,207.12,69.87,Retail,Germany,0
651,85.05,25.42,599.67,450.56,149.11,Finance,Germany,0
652,166.22,40.21,451.45,384.2,67.25,Retail,India,0
653,295.35,34.08,763.6,475.58,288.01,Finance,India,0
654,206.82,46.07,544.2,421.41,122.79,Tech,India,0
655,174.7,45.63,378.02,254.66,123.35,Retail,Germany,0
656,278.24,8.25,497.63,299.99,197.64,Manufacturing,Germany,0
657,200.33,21.99,599.73,476.24,123.49,Manufacturing,Germany,0
658,198.2,26.42,376.25,323.74,52.51,Finance,India,0
659,53.49,8.51,540.6,337.65,202.95,Retail,Germany,0
660,74.48,44.65,951.31,698.19,253.12,Manufacturing,US,0
661,7.15,-19.3,96.14,124.65,-117.49,Tech,Germany,1
662,276.64,27.97,713.88,605.97,107.92,Finance,Germany,0
663,19.83,-8.22,34.15,60.48,-40.66,Manufacturing,Germany,1
664,217.34,8.23,389.84,237.77,152.07,Tech,US,0
665,125.22,13.5,404.79,312.98,91.81,Tech,UK,0
666,294.47,42.47,378.29,267.68,110.61,Tech,India,0
667,123.08,14.25,650.78,576.2,74.58,Manufacturing,US,0
668,163.03,46.38,472.14,256.44,215.7,Tech,Germany,0
669,197.11,39.64,893.59,660.8,232.79,Retail,Germany,0
670,262.12,38.61,200.27,138.46,61.82,Retail,US,0
671,16.93,-49.82,45.31,57.41,-40.48,Manufacturing,US,1
672,166.36,16.61,758.18,427.26,330.92,Retail,UK,0
673,241.09,38.6,513.21,327.44,185.76,Retail,Germany,0
674,60.53,33.38,904.11,683.55,220.56,Manufacturing,US,0
675,106.92,18.65,467.68,334.53,133.15,Manufacturing,UK,0
676,237.27,38.86,800.44,667.25,133.19,Tech,India,0
677,248.62,42.3,688.25,501.7,186.55,Finance,India,0
678,108.63,11.63,385.61,343.79,41.82,Retail,India,0
679,294.07,4.97,702.84,402.13,300.71,Finance,US,0
680,298.07,11.4,684.35,381.72,302.63,Tech,US,0
681,118.12,36.51,379.68,320.94,58.74,Finance,Germany,0
682,259.19,17.66,764.47,447.64,316.82,Manufacturing,US,0
683,275.36,37.28,429.72,265.97,163.75,Tech,India,0
684,281.09,18.87,774.19,539.94,234.25,Finance,India,0
685,214.31,36.59,935.36,830.69,104.67,Tech,US,0
686,17.08,-86.65,71.37,117.15,-100.07,Finance,UK,1
687,15.03,-30.55,40.85,72.73,-57.7,Manufacturing,US,1
688,295.05,24.39,661.46,420.18,241.27,Retail,India,0
689,284.1,19.43,680.84,488.06,192.78,Finance,India,0
690,274.64,42.77,376.18,278.11,98.07,Retail,US,0
691,72.42,34.76,991.71,861.41,130.3,Tech,India,0
692,228.8,34.89,553.9,474.21,79.69,Tech,India,0
693,189.57,6.89,546.14,478.38,67.76,Manufacturing,US,0
694,209.65,38.83,757.03,523.87,233.16,Tech,Germany,0
695,60.48,10.55,994.19,616.98,377.21,Manufacturing,Germany,0
696,209.66,6.0,740.25,406.69,333.56,Tech,US,0
697,18.5,-94.88,50.19,73.22,-54.72,Tech,UK,1
698,19.57,-5.68,18.27,48.45,-28.88,Finance,India,1
699,1.46,-26.88,67.25,91.69,-90.23,Retail,Germany,1
700,102.16,47.85,815.14,541.86,273.28,Manufacturing,India,0
701,67.9,38.35,830.15,470.84,359.32,Retail,Germany,0
702,244.12,43.29,897.71,628.79,268.92,Finance,India,0
703,117.21,41.22,510.58,402.4,108.18,Retail,US,0
704,147.92,49.58,945.64,790.51,155.14,Manufacturing,UK,0
705,19.95,-84.25,29.11,71.49,-51.54,Tech,US,1
706,58.14,18.52,207.56,104.16,103.4,Finance,Germany,0
707,241.08,48.08,702.7,458.0,244.7,Tech,India,0
708,257.57,2.83,361.43,321.72,39.7,Retail,UK,0
709,64.3,13.95,908.35,515.7,392.65,Finance,Germany,0
710,125.87,2.35,810.23,430.15,380.08,Finance,Germany,0
711,215.43,37.7,651.98,517.01,134.97,Tech,UK,0
712,296.07,29.91,605.04,432.38,172.66,Manufacturing,US,0
713,77.61,11.08,648.78,551.18,97.6,Finance,India,0
714,87.41,28.15,424.62,339.1,85.52,Finance,India,0
715,150.78,42.27,786.52,577.81,208.71,Retail,Germany,0
716,102.12,5.89,752.27,414.45,337.82,Manufacturing,UK,0
717,96.31,37.67,600.16,400.96,199.2,Tech,US,0
718,243.74,40.95,437.26,263.03,174.24,Manufacturing,India,0
719,239.02,12.6,777.79,602.87,174.92,Tech,UK,0
720,147.17,34.51,669.12,368.11,301.02,Retail,India,0
721,191.95,38.98,360.41,181.33,179.09,Finance,US,0
722,216.42,36.64,459.01,401.1,57.91,Retail,Germany,0
723,196.92,39.02,285.43,202.71,82.72,Retail,US,0
724,134.17,48.38,463.67,382.85,80.82,Retail,US,0
725,189.65,23.5,546.62,301.96,244.66,Finance,UK,0
726,219.61,11.75,362.54,238.05,124.5,Retail,UK,0
727,256.07,14.95,671.29,337.0,334.29,Tech,Germany,0
728,243.37,8.75,431.34,308.51,122.83,Finance,US,0
729,261.04,21.24,529.65,382.34,147.32,Finance,US,0
730,169.93,28.58,343.19,230.76,112.43,Retail,Germany,0
731,177.09,16.23,310.2,263.6,46.6,Manufacturing,India,0
732,11.37,-54.99,33.8,78.17,-66.8,Retail,India,1
733,6.77,-63.62,67.98,84.29,-77.52,Manufacturing,Germany,1
734,143.81,2.77,888.7,774.44,114.27,Retail,Germany,0
735,207.72,4.63,760.97,611.18,149.79,Retail,UK,0
736,55.24,7.88,922.98,785.99,136.99,Finance,India,0
737,150.27,38.68,866.15,584.17,281.97,Manufacturing,US,0
738,187.08,26.25,457.33,388.02,69.31,Finance,US,0
739,16.49,-91.97,87.4,118.86,-102.37,Finance,India,1
740,60.8,21.77,713.58,363.05,350.54,Manufacturing,UK,0
741,6.15,-79.0,18.5,32.73,-26.58,Manufacturing,India,1
742,128.42,45.9,315.89,234.49,81.39,Tech,US,0
743,62.31,3.0,644.76,391.18,253.59,Finance,India,0
744,227.72,5.64,883.07,599.56,283.51,Tech,US,0
745,1.55,-34.87,15.1,54.17,-52.62,Finance,India,1
746,269.3,7.33,925.24,525.3,399.94,Manufacturing,US,0
747,280.62,45.87,850.54,733.01,117.53,Tech,US,0
748,190.07,27.87,372.51,287.03,85.47,Finance,India,0
749,17.74,-22.78,87.97,105.36,-87.62,Manufacturing,US,1
750,283.34,44.18,416.6,289.32,127.28,Finance,US,0
751,1.38,-36.51,93.16,139.52,-138.15,Finance,Germany,1
752,170.28,10.78,941.16,763.96,177.2,Finance,Germany,0
753,50.06,42.4,358.64,188.9,169.74,Tech,India,0
754,74.77,35.49,605.1,497.98,107.12,Retail,India,0
755,150.53,1.94,577.7,412.66,165.05,Retail,US,0
756,216.44,42.3,963.91,853.2,110.72,Manufacturing,US,0
757,269.96,25.45,508.86,412.61,96.24,Tech,India,0
758,182.24,11.03,588.51,525.29,63.23,Tech,Germany,0
759,94.51,1.66,329.89,248.71,81.17,Finance,Germany,0
760,286.55,17.64,934.09,530.01,404.08,Manufacturing,US,0
761,296.21,18.58,766.89,689.96,76.93,Manufacturing,India,0
762,152.72,31.66,204.01,175.59,28.42,Tech,Germany,0
763,18.23,-79.88,90.66,136.07,-117.84,Finance,India,1
764,170.86,12.37,287.5,233.02,54.48,Retail,US,0
765,195.41,18.95,442.51,386.86,55.65,Finance,UK,0
766,163.95,10.26,229.0,190.45,38.55,Finance,Germany,0
767,148.23,36.71,852.34,427.66,424.68,Retail,UK,0
768,278.06,44.17,322.78,258.18,64.6,Retail,Germany,0
769,174.42,4.26,442.97,314.2,128.77,Retail,US,0
770,152.95,23.44,419.6,303.77,115.83,Retail,US,0
771,201.39,9.11,209.89,180.31,29.58,Finance,India,0
772,166.24,31.82,386.98,343.34,43.64,Finance,Germany,0
773,198.16,40.56,738.32,485.82,252.5,Tech,Germany,0
774,198.01,15.03,770.59,579.53,191.06,Retail,India,0
775,67.95,42.08,649.58,465.57,184.01,Finance,India,0
776,263.22,48.05,456.38,296.28,160.1,Tech,US,0
777,13.9,-35.51,77.19,88.52,-74.62,Retail,UK,1
778,205.55,25.75,428.09,258.0,170.09,Finance,UK,0
779,111.37,14.14,882.05,757.57,124.48,Manufacturing,India,0
780,200.96,12.19,210.86,180.16,30.71,Tech,Germany,0
781,105.0,45.65,353.26,274.04,79.21,Tech,US,0
782,170.72,27.9,721.74,446.27,275.47,Tech,UK,0
783,239.92,5.33,620.78,535.52,85.25,Retail,UK,0
784,235.72,24.87,263.12,148.79,114.33,Manufacturing,US,0
785,291.54,8.95,565.75,438.62,127.13,Tech,US,0
786,298.6,5.92,638.66,363.68,274.99,Retail,India,0
787,177.99,11.38,566.59,368.75,197.84,Finance,India,0
788,230.63,2.59,876.24,464.96,411.28,Finance,India,0
789,159.3,26.7,500.79,308.47,192.32,Manufacturing,US,0
790,204.78,16.47,288.61,155.15,133.46,Tech,US,0
791,2.86,-49.61,30.76,67.21,-64.35,Manufacturing,India,1
792,119.42,24.41,896.66,644.8,251.86,Manufacturing,US,0
793,190.63,9.37,853.57,631.48,222.09,Tech,US,0
794,118.68,8.71,629.37,395.22,234.14,Retail,Germany,0
795,4.17,-97.72,11.79,28.12,-23.95,Retail,US,1
796,279.57,2.64,313.73,217.54,96.18,Finance,UK,0
797,233.9,34.89,332.96,252.74,80.21,Finance,India,0
798,170.2,4.18,828.51,635.45,193.07,Retail,India,0
799,146.61,37.23,522.58,391.81,130.77,Finance,India,0
800,170.43,29.37,558.05,378.51,179.54,Tech,India,0
801,259.14,35.21,973.61,667.35,306.25,Retail,India,0
802,190.94,18.76,604.39,458.17,146.23,Retail,Germany,0
803,217.27,5.61,974.25,859.71,114.54,Tech,US,0
804,196.09,37.38,620.45,553.68,66.76,Manufacturing,UK,0
805,125.4,22.37,213.92,182.97,30.95,Finance,UK,0
806,188.71,42.97,614.42,493.36,121.06,Retail,Germany,0
807,107.08,1.84,575.92,509.34,66.58,Manufacturing,India,0
808,227.52,5.88,416.33,366.41,49.92,Tech,Germany,0
809,226.07,35.13,355.66,261.53,94.13,Tech,India,0
810,219.28,27.52,312.3,167.92,144.38,Tech,UK,0
811,198.26,24.19,721.42,454.48,266.94,Tech,US,0
812,17.71,-75.12,92.02,104.13,-86.42,Retail,US,1
813,149.97,39.22,986.7,771.54,215.16,Retail,UK,0
814,210.28,31.75,410.96,255.72,155.23,Manufacturing,India,0
815,290.07,19.22,828.09,681.37,146.72,Retail,India,0
816,93.28,23.06,928.48,627.93,300.55,Tech,India,0
817,14.12,-42.52,82.24,118.5,-104.37,Retail,India,1
818,250.44,25.26,972.16,624.74,347.42,Manufacturing,India,0
819,71.5,42.8,492.83,261.39,231.44,Tech,Germany,0
820,228.32,14.75,364.86,270.46,94.4,Manufacturing,India,0
821,213.76,48.02,330.71,188.49,142.21,Manufacturing,UK,0
822,220.94,8.9,733.22,400.65,332.57,Tech,US,0
823,140.97,14.73,738.69,541.1,197.59,Tech,US,0
824,274.53,22.55,802.61,438.32,364.29,Tech,Germany,0
825,221.72,37.93,986.04,860.09,125.95,Retail,Germany,0
826,115.69,11.83,571.92,335.33,236.59,Retail,India,0
827,182.77,16.15,685.79,356.77,329.01,Finance,UK,0
828,193.44,20.91,653.88,488.1,165.79,Manufacturing,US,0
829,103.1,6.89,425.06,350.97,74.09,Finance,US,0
830,261.25,26.41,982.49,501.61,480.87,Manufacturing,Germany,0
831,14.7,-21.89,65.65,110.78,-96.08,Retail,India,1
832,243.23,17.11,285.44,186.1,99.35,Retail,India,0
833,266.96,35.1,984.98,858.06,126.92,Tech,UK,0
834,17.08,-19.18,88.17,118.44,-101.37,Finance,UK,1
835,79.53,48.41,900.39,799.69,100.71,Retail,US,0
836,9.06,-23.6,27.17,52.92,-43.86,Finance,US,1
837,295.89,48.41,227.58,172.25,55.34,Manufacturing,US,0
838,272.64,33.57,761.49,551.49,210.0,Tech,US,0
839,133.9,16.05,969.62,635.6,334.02,Manufacturing,UK,0
840,215.61,15.72,857.42,681.17,176.25,Tech,India,0
841,66.07,18.63,339.32,265.48,73.84,Finance,UK,0
842,209.95,2.36,962.05,489.05,473.0,Manufacturing,US,0
843,214.32,37.29,679.5,397.1,282.4,Retail,Germany,0
844,78.55,7.69,578.8,299.74,279.06,Retail,Germany,0
845,218.81,18.86,439.53,243.14,196.39,Finance,US,0
846,135.61,44.95,650.83,579.49,71.34,Retail,UK,0
847,294.58,19.94,416.44,221.91,194.52,Tech,India,0
848,218.11,43.87,914.53,735.69,178.84,Retail,US,0
849,151.58,15.01,200.66,179.66,21.0,Retail,Germany,0
850,156.44,2.24,503.9,440.47,63.44,Retail,Germany,0
851,138.23,24.29,470.5,369.4,101.1,Finance,UK,0
852,132.36,34.3,870.28,487.12,383.16,Manufacturing,Germany,0
853,2.47,-65.27,48.59,76.51,-74.05,Manufacturing,Germany,1
854,140.88,40.13,514.0,357.96,156.04,Tech,India,0
855,205.63,28.3,642.84,485.59,157.25,Finance,India,0
856,287.6,10.3,838.8,453.77,385.04,Retail,US,0
857,212.07,3.09,726.05,491.7,234.36,Manufacturing,UK,0
858,11.26,-18.75,32.86,78.09,-66.83,Retail,India,1
859,130.04,7.87,641.41,367.38,274.04,Finance,India,0
860,51.11,3.26,741.65,431.68,309.96,Finance,US,0
861,15.08,-62.88,51.42,71.86,-56.78,Retail,India,1
862,152.42,8.6,603.19,467.8,135.39,Finance,UK,0
863,224.86,2.3,882.85,560.1,322.75,Retail,India,0
864,237.1,18.94,534.4,288.78,245.62,Finance,Germany,0
865,160.17,11.4,307.69,183.11,124.58,Manufacturing,US,0
866,261.87,41.34,502.7,442.9,59.8,Manufacturing,US,0
867,12.15,-70.63,32.44,46.6,-34.44,Manufacturing,US,1
868,113.09,10.02,885.87,636.08,249.8,Tech,Germany,0
869,203.24,40.97,392.69,258.12,134.58,Finance,UK,0
870,17.8,-42.97,10.54,52.21,-34.41,Tech,UK,1
871,3.85,-14.63,63.61,107.43,-103.58,Tech,US,1
872,264.74,43.54,483.78,412.22,71.56,Finance,Germany,0
873,126.26,10.56,288.25,242.9,45.34,Retail,Germany,0
874,71.04,2.2,246.56,138.23,108.33,Tech,India,0
875,264.57,8.64,632.81,455.74,177.07,Retail,India,0
876,280.15,45.37,485.14,271.84,213.3,Finance,Germany,0
